Gene_ID	par_rep1	par_rep2	per_rep1	per_rep2	per_rep3
ENSG00000265853.1	0	0	0	0	0
ENSG00000128438.6	2	3	0	1	0
ENSG00000240505.4	0	1	1	0	0
ENSG00000230709.1	0	1	1	2	0
ENSG00000230969.2	0	0	0	0	1
ENSG00000260328.1	6	1	0	2	1
ENSG00000133030.15	12846	12830	15268	17400	15871
ENSG00000225442.2	10	6	5	5	3
ENSG00000263624.1	11	15	25	25	19
ENSG00000206859.1	2	3	6	3	2
ENSG00000243370.2	3	2	2	2	0
ENSG00000179598.5	1164	1009	1243	1328	1132
ENSG00000264187.1	10	13	23	24	28
ENSG00000154803.8	4942	4931	9905	10740	10040
ENSG00000266498.1	3	6	17	7	21
ENSG00000226359.1	15	13	19	28	35
ENSG00000265109.1	0	0	0	0	0
ENSG00000141030.8	8741	9027	5064	5095	4763
ENSG00000205309.9	173	152	246	264	252
ENSG00000215030.4	390	420	439	633	513
ENSG00000227158.1	0	1	1	1	0
ENSG00000230865.1	2	1	0	1	1
ENSG00000201741.1	0	0	0	0	0
ENSG00000141026.4	1847	1909	1789	1987	1771
ENSG00000108551.4	130	75	34	30	33
ENSG00000133027.13	1809	1798	1079	1196	1085
ENSG00000265511.1	92	97	94	111	100
ENSG00000206730.1	0	0	0	0	0
ENSG00000264666.1	4	1	3	3	2
ENSG00000223979.2	9	6	7	9	12
ENSG00000108557.13	9308	8936	8735	10934	9711
ENSG00000237328.1	2	1	2	3	2
ENSG00000226746.2	14	3	12	8	5
ENSG00000264167.1	0	0	0	0	0
ENSG00000072310.12	34132	32033	11441	13339	13463
ENSG00000207839.1	7	7	3	1	2
ENSG00000175662.13	10890	9960	14237	15051	13937
ENSG00000197815.3	66	72	116	145	86
ENSG00000171962.13	276	281	488	634	651
ENSG00000171953.11	2221	2087	1466	1525	1389
ENSG00000230273.1	0	1	0	0	0
ENSG00000201378.1	1	1	1	1	0
ENSG00000232344.2	23	24	32	66	50
ENSG00000141034.5	700	797	1261	1572	1494
ENSG00000108591.5	4186	4142	4315	4603	4386
ENSG00000091536.12	29	29	186	187	217
ENSG00000238691.1	0	0	0	0	0
ENSG00000266677.1	5	6	23	17	14
ENSG00000091542.8	10040	9651	7326	7663	7458
ENSG00000131899.6	2580	2346	2822	3237	3053
ENSG00000177731.11	30510	30260	27212	29554	27762
ENSG00000177427.8	1903	1863	2240	2666	2380
ENSG00000260647.1	28	25	45	44	47
ENSG00000177302.10	7513	7764	5995	6626	6078
ENSG00000228000.1	10	7	3	3	4
ENSG00000237382.2	3	5	2	3	1
ENSG00000176994.9	2735	3132	4190	4901	3630
ENSG00000267350.2	2198	2236	2876	3184	2959
ENSG00000176974.13	6576	6435	3402	3726	3548
ENSG00000214860.4	16	16	14	21	19
ENSG00000264177.1	8	10	11	13	14
ENSG00000267441.1	0	0	0	0	0
ENSG00000204471.3	0	1	0	1	0
ENSG00000220161.4	1	3	10	11	9
ENSG00000205266.5	0	0	0	0	0
ENSG00000266162.1	0	0	0	0	0
ENSG00000240279.2	0	0	0	0	0
ENSG00000186831.7	1	0	0	0	0
ENSG00000214856.7	0	0	0	0	0
ENSG00000229526.2	0	0	0	0	0
ENSG00000227919.1	0	0	0	0	0
ENSG00000267492.1	0	0	0	0	0
ENSG00000230662.1	5	0	0	5	0
ENSG00000171916.12	2	3	0	0	1
ENSG00000167494.8	0	1	0	0	0
ENSG00000273018.1	0	1	3	4	2
ENSG00000233327.6	0	0	1	0	0
ENSG00000213077.5	0	0	1	0	0
ENSG00000227689.1	0	0	0	0	0
ENSG00000154874.10	0	0	0	0	3
ENSG00000227077.2	0	2	4	4	4
ENSG00000264948.1	0	0	0	0	0
ENSG00000189375.6	1	0	1	0	1
ENSG00000262262.1	0	0	0	0	0
ENSG00000174977.7	98	109	62	77	80
ENSG00000249459.4	117	127	206	256	296
ENSG00000264885.1	93	80	90	110	103
ENSG00000240445.3	59	52	65	75	64
ENSG00000224126.2	12	6	2	0	2
ENSG00000108448.16	1062	978	1155	1218	1192
ENSG00000265693.1	0	0	0	0	0
ENSG00000171931.8	11	8	23	17	17
ENSG00000171928.9	1172	1253	1051	1150	1168
ENSG00000265478.1	17	28	28	39	43
ENSG00000250111.3	0	0	0	0	0
ENSG00000141127.10	3987	3951	2914	3075	2955
ENSG00000264485.1	0	0	0	0	0
ENSG00000264273.1	4	1	1	6	1
ENSG00000235672.1	8	10	10	7	8
ENSG00000212618.1	0	0	0	0	0
ENSG00000154025.11	1	3	7	9	15
ENSG00000196893.3	0	0	0	0	0
ENSG00000188522.10	3740	3546	3460	3858	3572
ENSG00000263045.1	0	0	1	1	1
ENSG00000154016.9	0	0	0	1	0
ENSG00000265185.2	0	0	0	1	0
ENSG00000262074.3	0	0	0	0	0
ENSG00000230197.2	0	0	0	0	0
ENSG00000265746.1	0	0	0	0	0
ENSG00000263394.1	0	0	0	0	0
ENSG00000228157.2	1	0	0	0	0
ENSG00000262202.3	0	1	0	1	1
ENSG00000189152.6	0	0	0	0	0
ENSG00000214844.3	0	0	0	0	0
ENSG00000262319.1	0	0	0	1	0
ENSG00000266664.1	0	0	0	0	0
ENSG00000197665.5	0	0	0	0	0
ENSG00000262292.2	0	0	0	0	0
ENSG00000266311.2	0	0	0	0	0
ENSG00000261987.2	0	0	0	0	0
ENSG00000263934.2	23	18	35	20	19
ENSG00000264940.2	0	0	0	0	0
ENSG00000236022.2	0	0	0	0	0
ENSG00000263206.1	0	0	0	0	0
ENSG00000072134.11	3710	3583	3554	3695	3972
ENSG00000230493.2	0	0	0	0	0
ENSG00000235397.1	16	14	17	21	21
ENSG00000265263.1	0	0	0	0	0
ENSG00000108641.10	562	565	591	754	638
ENSG00000221540.1	1	1	3	7	4
ENSG00000166484.15	1612	1507	1356	1679	1475
ENSG00000166482.7	35	41	28	35	49
ENSG00000128482.11	116	136	246	326	332
ENSG00000265126.1	0	0	0	0	1
ENSG00000227078.1	3	4	5	6	7
ENSG00000265335.1	0	0	0	0	0
ENSG00000235979.4	7	7	12	13	29
ENSG00000189343.6	11902	11714	9267	10028	8794
ENSG00000231477.2	0	0	2	1	0
ENSG00000263726.1	0	0	0	0	0
ENSG00000142494.9	6	3	56	40	45
ENSG00000228331.2	2	3	6	1	3
ENSG00000266079.2	0	0	0	0	0
ENSG00000262769.1	0	1	4	2	3
ENSG00000228983.4	0	1	2	2	3
ENSG00000263107.1	0	0	0	0	0
ENSG00000266179.2	3	4	1	1	2
ENSG00000271900.1	0	0	0	0	0
ENSG00000227225.1	0	0	1	2	2
ENSG00000242752.3	0	4	0	0	0
ENSG00000228725.3	1	0	0	1	0
ENSG00000224254.2	0	0	0	1	2
ENSG00000231625.4	0	0	9	7	12
ENSG00000072210.14	12482	12679	28946	30351	29079
ENSG00000264932.2	11	14	66	80	47
ENSG00000252349.1	0	0	1	3	1
ENSG00000180638.13	17	20	73	105	100
ENSG00000262681.2	12	7	19	22	18
ENSG00000264785.1	0	0	0	0	0
ENSG00000108602.13	2	2	2	1	0
ENSG00000230607.3	0	0	0	0	0
ENSG00000083290.15	2025	2151	3174	3701	3269
ENSG00000231096.1	1	1	2	0	0
ENSG00000270091.1	52	58	104	109	130
ENSG00000108599.10	4101	4303	4743	5138	4594
ENSG00000266126.1	8	4	16	9	9
ENSG00000261033.1	1	1	1	0	0
ENSG00000128487.12	3310	3190	8126	8761	6974
ENSG00000225681.2	0	0	0	0	0
ENSG00000225014.1	1	2	0	0	1
ENSG00000212186.1	0	0	0	0	0
ENSG00000263494.1	0	0	2	0	1
ENSG00000252971.1	0	1	0	0	1
ENSG00000154898.11	7	7	34	30	34
ENSG00000266839.2	0	0	0	0	0
ENSG00000266339.1	0	0	0	0	0
ENSG00000214832.4	75	107	114	96	104
ENSG00000189423.7	9	7	31	39	36
ENSG00000237911.2	0	0	0	3	0
ENSG00000205217.3	0	1	3	4	3
ENSG00000265556.1	0	0	0	0	0
ENSG00000230528.3	0	0	0	0	0
ENSG00000170298.11	2	0	0	0	0
ENSG00000229586.2	0	2	2	2	0
ENSG00000263976.1	0	0	0	0	0
ENSG00000230088.1	0	0	0	0	0
ENSG00000214822.4	0	0	0	0	0
ENSG00000266925.1	0	0	0	0	0
ENSG00000231645.2	0	0	0	0	0
ENSG00000205215.4	0	0	0	0	0
ENSG00000266042.1	0	0	0	0	0
ENSG00000260907.1	0	0	0	0	0
ENSG00000265916.1	0	0	0	0	0
ENSG00000264981.1	0	0	0	0	0
ENSG00000235203.2	0	0	0	0	0
ENSG00000267075.1	0	0	0	0	0
ENSG00000230339.2	0	0	0	0	0
ENSG00000263946.1	11	7	13	15	13
ENSG00000235323.2	0	0	1	0	0
ENSG00000264422.1	0	0	0	0	0
ENSG00000214819.1	0	0	0	0	0
ENSG00000231258.2	0	0	0	0	0
ENSG00000188013.5	4	0	1	1	0
ENSG00000232889.2	0	0	0	0	0
ENSG00000226096.1	0	0	0	0	0
ENSG00000235546.2	4	4	0	2	1
ENSG00000227685.1	1	1	0	1	1
ENSG00000266364.1	0	0	0	0	0
ENSG00000236504.2	0	0	0	0	0
ENSG00000264874.1	0	0	0	0	0
ENSG00000226521.3	6	7	10	10	6
ENSG00000187870.7	1	0	0	1	0
ENSG00000218454.2	5	1	2	3	3
ENSG00000213671.3	2	4	1	3	1
ENSG00000226549.3	110	109	10	18	10
ENSG00000264215.1	30	32	2	3	1
ENSG00000264662.1	0	0	0	0	0
ENSG00000226981.2	1	0	0	1	0
ENSG00000205212.3	4	2	1	0	1
ENSG00000266369.1	1	0	1	0	0
ENSG00000233098.4	12	10	4	13	6
ENSG00000252483.1	0	0	0	0	0
ENSG00000265790.1	2	0	0	0	0
ENSG00000265099.1	0	0	0	0	0
ENSG00000264660.1	1	2	0	0	0
ENSG00000244456.2	0	0	0	0	0
ENSG00000266009.1	0	0	0	0	0
ENSG00000263729.1	0	0	0	0	1
ENSG00000124422.7	32174	31697	30849	33552	30252
ENSG00000263986.1	0	0	0	0	0
ENSG00000236819.1	1	0	0	0	1
ENSG00000109016.13	2553	2561	1648	1727	1688
ENSG00000178307.5	3759	3401	2252	2316	2268
ENSG00000235530.2	46	49	50	67	48
ENSG00000263815.1	3	0	2	3	5
ENSG00000154035.6	865	825	2954	3697	3544
ENSG00000266563.1	4	1	3	3	3
ENSG00000034152.14	4872	4578	3184	3568	3636
ENSG00000184185.5	8	12	1	1	0
ENSG00000265881.1	0	0	0	0	0
ENSG00000265043.1	0	0	0	0	0
ENSG00000264023.1	0	0	0	0	0
ENSG00000244582.2	3	9	7	14	7
ENSG00000265265.1	0	0	0	0	0
ENSG00000212719.6	0	1	0	0	0
ENSG00000272780.1	0	0	0	0	0
ENSG00000266466.1	0	0	0	0	0
ENSG00000266673.1	0	0	0	0	0
ENSG00000266050.2	0	0	0	0	0
ENSG00000264245.1	0	0	0	0	0
ENSG00000216100.2	0	0	0	0	0
ENSG00000263375.1	0	0	0	0	0
ENSG00000265019.1	2	1	0	0	0
ENSG00000265233.1	0	0	0	0	0
ENSG00000264617.1	0	0	0	0	0
ENSG00000263563.1	63	77	62	74	69
ENSG00000263725.1	0	0	0	0	0
ENSG00000263609.1	0	0	0	0	0
ENSG00000264956.1	0	1	0	0	0
ENSG00000266691.1	0	0	0	0	0
ENSG00000222770.1	0	0	0	0	0
ENSG00000178130.8	0	0	0	0	0
ENSG00000264811.1	0	0	0	0	0
ENSG00000265567.1	0	0	0	0	0
ENSG00000264562.1	0	0	0	0	0
ENSG00000266806.1	0	0	0	0	0
ENSG00000266172.1	0	0	0	0	0
ENSG00000266795.2	0	0	0	0	0
ENSG00000264939.1	0	0	0	0	0
ENSG00000266836.1	0	0	0	0	0
ENSG00000266746.1	0	0	0	0	0
ENSG00000261020.1	0	0	0	0	0
ENSG00000264543.1	0	0	0	0	0
ENSG00000266885.1	0	0	0	0	0
ENSG00000265705.1	0	0	0	0	0
ENSG00000266529.1	1	3	2	1	3
ENSG00000256618.1	97	89	98	94	85
ENSG00000243655.2	0	0	0	0	0
ENSG00000264168.1	2	0	0	1	1
ENSG00000263914.1	0	1	0	1	1
ENSG00000240103.2	15	10	21	21	13
ENSG00000241225.2	0	0	0	0	0
ENSG00000263483.1	5	0	2	1	4
ENSG00000264316.1	7	6	4	6	4
ENSG00000264930.1	0	0	0	0	0
ENSG00000264262.1	0	0	0	0	0
ENSG00000265114.1	0	0	0	0	0
ENSG00000264431.1	0	0	0	0	0
ENSG00000264970.1	0	1	0	0	0
ENSG00000263433.1	0	0	0	0	0
ENSG00000264734.1	0	0	0	0	1
ENSG00000264172.1	0	0	0	0	0
ENSG00000266736.1	2	1	0	0	0
ENSG00000264837.1	0	0	0	0	0
ENSG00000265646.2	25	13	16	9	12
ENSG00000265246.1	128	138	284	327	304
ENSG00000239223.2	0	5	2	4	4
ENSG00000213664.4	0	0	1	0	0
ENSG00000265453.1	0	0	0	0	0
ENSG00000263583.1	0	0	0	0	0
ENSG00000109046.10	12560	12791	13710	16344	15123
ENSG00000264469.1	192	171	174	203	232
ENSG00000266313.1	7	3	16	20	16
ENSG00000265683.1	47	52	38	42	29
ENSG00000266356.1	0	0	0	1	1
ENSG00000266433.2	0	2	5	3	2
ENSG00000141068.9	306	313	404	507	468
ENSG00000265801.1	0	0	0	0	0
ENSG00000263368.1	1	5	2	4	2
ENSG00000266853.1	2	0	6	2	0
ENSG00000266728.1	0	0	0	0	0
ENSG00000266872.1	0	0	0	0	0
ENSG00000168961.12	120	101	35	31	22
ENSG00000264216.1	0	0	0	0	0
ENSG00000265788.1	0	0	0	0	1
ENSG00000265041.1	0	0	1	0	0
ENSG00000266771.1	0	0	0	0	0
ENSG00000264240.1	0	0	0	0	0
ENSG00000264689.1	0	0	0	0	0
ENSG00000263604.1	0	0	0	0	0
ENSG00000263472.1	1	0	1	0	0
ENSG00000265833.1	0	0	0	0	0
ENSG00000266416.1	0	0	0	0	0
ENSG00000266786.1	0	0	0	0	0
ENSG00000007171.12	3	5	61	96	91
ENSG00000266202.1	0	0	4	1	1
ENSG00000266527.1	5	3	5	13	9
ENSG00000232859.5	413	382	629	731	671
ENSG00000260019.1	0	0	0	0	0
ENSG00000251818.1	0	0	0	0	0
ENSG00000266190.1	0	0	0	0	0
ENSG00000202389.1	0	0	0	0	0
ENSG00000087095.8	3560	3662	3157	3385	3436
ENSG00000252283.1	0	0	0	0	0
ENSG00000240873.1	2	1	2	1	2
ENSG00000203484.1	0	0	0	0	1
ENSG00000203483.1	0	1	1	1	0
ENSG00000255851.1	0	0	1	1	2
ENSG00000197825.4	0	0	1	0	1
ENSG00000267644.1	5	8	14	8	11
ENSG00000203482.1	2	1	1	2	3
ENSG00000237575.4	43	37	37	20	40
ENSG00000267259.1	269	251	142	176	151
ENSG00000203480.1	0	0	1	1	0
ENSG00000266830.1	0	0	0	0	1
ENSG00000265060.1	0	0	0	0	0
ENSG00000203479.1	0	0	0	0	0
ENSG00000263788.1	0	0	0	0	0
ENSG00000264486.1	0	0	0	0	0
ENSG00000260777.1	7	7	5	1	5
ENSG00000266306.1	7	5	0	1	3
ENSG00000264029.1	1	0	0	0	1
ENSG00000265480.1	22	16	7	13	12
ENSG00000207844.1	0	0	0	0	0
ENSG00000203478.1	0	0	0	0	0
ENSG00000203465.2	1	0	0	0	0
ENSG00000203477.1	0	0	1	1	0
ENSG00000268206.1	0	1	2	0	2
ENSG00000109084.9	8507	8905	3552	3825	3716
ENSG00000109083.9	1744	1688	1743	1831	1846
ENSG00000109079.5	6742	6478	9162	9860	9999
ENSG00000004142.7	25165	25605	15643	16491	15139
ENSG00000244045.6	2199	2247	1920	1983	1772
ENSG00000258924.4	0	0	0	0	0
ENSG00000264302.1	0	0	0	0	0
ENSG00000265618.1	0	0	0	0	0
ENSG00000109072.9	98	85	398	614	585
ENSG00000273171.1	0	0	0	0	0
ENSG00000004139.9	244	244	647	712	658
ENSG00000076351.8	1325	1261	1384	1490	1518
ENSG00000264098.1	129	177	347	387	391
ENSG00000265254.1	2	0	1	0	5
ENSG00000265541.1	0	0	0	1	0
ENSG00000263870.1	0	0	0	0	0
ENSG00000258472.4	251	176	165	175	233
ENSG00000183405.5	127	127	103	123	129
ENSG00000007216.10	1	0	0	2	1
ENSG00000109101.3	34	20	294	300	257
ENSG00000109103.7	3817	3647	3982	4451	4324
ENSG00000087111.16	10751	10731	8633	9306	8530
ENSG00000109107.9	136	147	35	44	52
ENSG00000265168.1	0	0	0	0	0
ENSG00000076382.12	14680	15965	1341	1302	1310
ENSG00000227543.3	319	317	272	264	259
ENSG00000264608.1	112	112	103	95	126
ENSG00000265287.2	0	0	0	1	0
ENSG00000167524.10	185	233	204	249	205
ENSG00000007202.10	45077	47385	31489	31966	28609
ENSG00000264044.1	20	29	36	25	21
ENSG00000132581.5	4024	4039	4558	4465	4440
ENSG00000240494.2	0	0	0	0	0
ENSG00000109111.10	26460	26958	36635	38423	36298
ENSG00000265205.1	114	116	263	354	259
ENSG00000167525.9	237	241	583	705	765
ENSG00000109113.13	23	29	12	16	20
ENSG00000198242.9	2258	2375	1973	1971	1941
ENSG00000238423.1	5	15	1	8	7
ENSG00000264577.1	825	675	392	343	346
ENSG00000238578.1	0	0	0	0	0
ENSG00000238649.1	0	0	0	0	0
ENSG00000238597.1	0	0	0	0	0
ENSG00000160606.6	2737	2584	1391	1527	1387
ENSG00000160602.9	1431	1462	1803	2002	1933
ENSG00000267729.1	5	6	5	1	2
ENSG00000265073.1	0	1	1	0	0
ENSG00000076604.10	13683	10870	6389	7275	6446
ENSG00000265474.1	40	24	24	31	23
ENSG00000265840.1	0	0	0	0	0
ENSG00000173065.9	4533	4395	4685	5406	4875
ENSG00000243053.2	5	2	4	3	1
ENSG00000238516.1	0	1	0	0	1
ENSG00000264138.1	0	0	0	3	0
ENSG00000132591.7	10158	9950	7609	7919	7845
ENSG00000264066.3	1	1	3	1	1
ENSG00000132589.11	15444	14592	16321	17870	16648
ENSG00000264304.1	24	44	47	74	63
ENSG00000266642.1	2	2	1	1	2
ENSG00000167536.9	1611	1545	690	735	728
ENSG00000109118.9	9222	9605	10030	11529	10912
ENSG00000265845.2	10	13	27	41	28
ENSG00000265908.1	10	16	21	31	30
ENSG00000179761.7	81	65	146	157	156
ENSG00000063015.15	14	15	32	28	34
ENSG00000263613.1	0	1	0	3	1
ENSG00000238007.1	0	0	3	1	2
ENSG00000263781.2	15	10	2	6	5
ENSG00000196535.10	14444	14801	7642	8592	7351
ENSG00000221995.4	499	490	272	258	412
ENSG00000263709.1	2	1	2	0	1
ENSG00000264050.1	0	0	0	0	0
ENSG00000178082.5	34	40	35	41	24
ENSG00000108255.3	7	5	12	5	4
ENSG00000108256.4	28590	32225	46512	57617	49945
ENSG00000239256.1	3	1	1	7	0
ENSG00000266111.1	8	3	3	12	5
ENSG00000264808.1	44	64	48	54	53
ENSG00000222363.1	0	0	8	3	0
ENSG00000160551.5	23129	24865	28332	32951	28698
ENSG00000263719.1	0	0	0	0	0
ENSG00000253064.1	1	0	0	0	0
ENSG00000202205.1	0	0	0	0	1
ENSG00000168792.4	1437	1260	1721	1977	1949
ENSG00000264031.1	0	0	0	0	0
ENSG00000167543.11	3547	3313	4093	4925	4584
ENSG00000264290.1	33	44	118	127	110
ENSG00000108262.11	12126	11169	10076	11818	11209
ENSG00000198720.8	2375	2184	2368	2731	2745
ENSG00000264647.1	5	9	6	11	10
ENSG00000167549.14	104	78	147	195	151
ENSG00000264007.1	1	2	0	2	1
ENSG00000141298.13	3081	3503	5508	6126	4899
ENSG00000263370.1	2	2	4	7	4
ENSG00000222858.1	0	1	0	1	0
ENSG00000265625.1	13	15	16	20	10
ENSG00000240531.1	2	7	5	9	5
ENSG00000263657.1	3	8	6	8	7
ENSG00000265713.1	6	3	4	5	2
ENSG00000252657.1	0	0	0	0	1
ENSG00000240074.1	2	1	0	2	1
ENSG00000263477.1	0	0	0	2	1
ENSG00000239129.1	0	2	0	0	0
ENSG00000176927.10	13	18	51	53	47
ENSG00000264435.1	0	0	0	1	2
ENSG00000264715.1	0	0	0	0	0
ENSG00000207011.1	0	0	0	0	0
ENSG00000267482.1	0	0	0	0	0
ENSG00000265289.1	0	0	0	0	1
ENSG00000266876.1	7	3	14	7	12
ENSG00000265394.1	10	10	7	12	11
ENSG00000126653.11	9636	9776	6816	6883	7102
ENSG00000266919.1	0	0	0	0	0
ENSG00000199071.2	0	0	0	0	0
ENSG00000265739.1	4	5	4	4	2
ENSG00000266987.1	3	5	2	9	3
ENSG00000108576.5	44	59	166	228	221
ENSG00000264125.1	2	7	5	11	7
ENSG00000266120.1	0	1	4	4	2
ENSG00000252112.1	0	0	0	1	0
ENSG00000108578.10	6945	6838	7673	8173	7925
ENSG00000222679.1	0	2	3	2	0
ENSG00000182271.8	1	0	0	0	0
ENSG00000207132.1	0	0	0	0	0
ENSG00000201255.1	0	0	0	0	0
ENSG00000108582.7	31637	33747	19460	22865	20473
ENSG00000108587.10	13059	13678	11045	11909	10995
ENSG00000264958.2	4	1	3	15	5
ENSG00000263860.1	1	0	3	5	1
ENSG00000264242.2	7	3	11	16	14
ENSG00000266733.1	25	16	33	54	62
ENSG00000266775.1	0	0	0	0	0
ENSG00000259928.1	2	1	3	4	9
ENSG00000231870.4	0	1	1	4	5
ENSG00000231421.3	0	0	0	3	1
ENSG00000214719.7	111	120	123	108	109
ENSG00000248121.4	125	120	80	79	75
ENSG00000264943.1	71	52	84	83	77
ENSG00000250462.4	820	866	938	1014	987
ENSG00000241631.2	1	1	5	1	4
ENSG00000264538.2	1011	1077	1549	1680	1422
ENSG00000265443.1	14	8	16	18	16
ENSG00000263603.1	25	27	42	39	35
ENSG00000176390.10	1725	1649	1613	1673	1816
ENSG00000265791.1	35	31	59	76	70
ENSG00000266490.1	128	147	255	295	282
ENSG00000242439.1	7	12	6	16	11
ENSG00000176208.4	2831	3098	1386	1670	1410
ENSG00000265334.1	3	3	6	10	8
ENSG00000212190.1	0	2	2	2	4
ENSG00000263531.1	19	23	25	31	45
ENSG00000172171.6	2065	2181	2204	2135	2163
ENSG00000184060.6	374	382	319	413	348
ENSG00000230113.1	1	6	2	4	3
ENSG00000266274.1	5	3	8	12	7
ENSG00000265743.1	4	18	24	18	11
ENSG00000181481.9	3113	2990	3844	4325	3973
ENSG00000264456.1	117	115	230	223	175
ENSG00000264743.2	43	36	42	55	50
ENSG00000266340.1	3	5	9	16	10
ENSG00000264148.1	23	27	23	20	20
ENSG00000266865.2	155	122	131	137	117
ENSG00000265798.2	5	9	9	9	10
ENSG00000264107.1	12	10	11	13	17
ENSG00000265444.1	1	0	0	0	0
ENSG00000196712.12	18354	20159	17383	20767	17024
ENSG00000266371.1	10	5	7	8	10
ENSG00000126861.4	91	75	34	56	40
ENSG00000185862.5	39	34	12	17	8
ENSG00000265118.1	1	1	0	2	1
ENSG00000126860.7	34	29	15	15	13
ENSG00000263535.1	0	1	2	2	0
ENSG00000131242.11	28429	28642	26417	30528	25591
ENSG00000239595.2	0	0	0	0	0
ENSG00000264862.1	8	8	4	4	3
ENSG00000266459.1	0	0	0	0	0
ENSG00000207614.1	11	12	7	9	4
ENSG00000221038.1	5	0	1	1	0
ENSG00000228768.1	8	10	2	3	1
ENSG00000265976.1	5	4	2	1	0
ENSG00000199187.1	1	2	2	1	1
ENSG00000266877.1	26	23	12	14	10
ENSG00000266448.1	0	0	0	0	0
ENSG00000202026.1	0	0	0	0	0
ENSG00000265863.1	1	0	0	0	0
ENSG00000263567.1	4	1	5	1	1
ENSG00000265046.1	1	0	1	1	0
ENSG00000172301.6	4817	4742	3003	3072	2809
ENSG00000108651.5	8418	9092	7945	7675	8154
ENSG00000263990.1	84	67	142	125	117
ENSG00000178691.6	11595	12322	8248	9573	8794
ENSG00000253058.1	2	2	0	1	0
ENSG00000264300.1	0	0	0	0	0
ENSG00000185158.8	946	942	1823	2010	1850
ENSG00000264497.1	0	0	0	0	0
ENSG00000266777.1	45	56	150	251	224
ENSG00000264164.1	0	0	0	0	0
ENSG00000266379.2	0	0	0	0	1
ENSG00000263369.2	0	0	0	0	0
ENSG00000265574.1	20	13	14	14	11
ENSG00000263985.1	1	4	4	1	1
ENSG00000214708.4	190	202	520	602	490
ENSG00000126858.12	11054	11407	9721	10225	9847
ENSG00000265293.2	37	26	46	47	34
ENSG00000269402.1	14	13	14	29	17
ENSG00000266282.1	15	11	19	25	17
ENSG00000141314.8	130	160	617	712	641
ENSG00000263674.1	1	1	2	7	2
ENSG00000265794.1	0	0	0	0	0
ENSG00000108666.5	1335	1325	1146	1282	1201
ENSG00000265139.1	6	11	24	26	24
ENSG00000263749.1	6	8	19	20	24
ENSG00000207928.1	0	0	0	0	0
ENSG00000010244.12	27347	28040	31832	33870	30185
ENSG00000266385.1	19	15	99	86	106
ENSG00000264083.1	30	30	108	124	153
ENSG00000264373.1	2	1	15	17	23
ENSG00000108671.5	30723	30760	21680	22162	21627
ENSG00000202100.1	1	2	2	1	3
ENSG00000176749.4	863	824	476	431	501
ENSG00000176658.12	13337	13247	14756	15778	13123
ENSG00000266718.1	24	19	27	38	37
ENSG00000265222.1	11	11	3	8	8
ENSG00000263717.1	2	5	1	2	6
ENSG00000266599.1	0	3	3	0	0
ENSG00000265337.1	0	3	1	0	0
ENSG00000264458.1	1	0	0	1	3
ENSG00000201178.1	0	0	1	0	0
ENSG00000226377.1	4	9	21	28	16
ENSG00000236377.1	3	2	4	6	4
ENSG00000006042.7	24	44	39	33	49
ENSG00000141316.8	0	0	0	1	0
ENSG00000108684.10	0	0	1	3	3
ENSG00000264598.1	0	0	0	0	0
ENSG00000266535.1	0	0	0	0	0
ENSG00000265544.1	0	0	0	0	0
ENSG00000265697.1	0	0	0	0	0
ENSG00000265125.1	0	0	0	0	0
ENSG00000265115.1	0	0	0	0	0
ENSG00000264643.1	0	0	0	0	0
ENSG00000265689.1	0	0	0	0	0
ENSG00000221699.1	0	0	0	0	0
ENSG00000265356.1	0	0	0	0	0
ENSG00000263435.1	0	0	0	0	0
ENSG00000226049.3	8	11	26	13	9
ENSG00000263485.1	0	0	0	0	0
ENSG00000265775.1	0	1	0	0	0
ENSG00000252370.1	0	0	0	0	0
ENSG00000264791.1	0	0	0	0	0
ENSG00000263571.1	0	0	0	0	0
ENSG00000261156.2	0	0	0	0	0
ENSG00000263383.1	0	0	0	0	0
ENSG00000264990.1	0	0	0	0	0
ENSG00000265501.1	0	0	0	0	1
ENSG00000268024.1	0	0	0	0	0
ENSG00000108691.5	0	0	5	4	0
ENSG00000108688.7	0	0	0	0	0
ENSG00000172156.3	0	0	0	0	0
ENSG00000108700.4	0	0	0	0	0
ENSG00000265614.1	0	0	0	0	0
ENSG00000181374.3	0	0	0	0	1
ENSG00000108702.3	0	0	0	0	0
ENSG00000225582.1	0	0	0	0	0
ENSG00000197322.1	1	0	3	3	5
ENSG00000181291.5	21	18	49	82	66
ENSG00000264174.1	0	0	4	4	4
ENSG00000264622.1	0	0	0	1	1
ENSG00000132141.9	463	437	960	1087	1086
ENSG00000198783.4	2676	2804	3903	4148	3917
ENSG00000005156.7	9455	9725	6234	6913	5950
ENSG00000224113.2	632	657	552	736	555
ENSG00000092871.12	2415	2522	1925	2109	2134
ENSG00000267618.1	0	0	0	0	0
ENSG00000238858.1	0	0	0	0	0
ENSG00000267457.1	3	5	7	9	12
ENSG00000243423.1	0	3	5	8	6
ENSG00000253084.1	15	13	17	9	19
ENSG00000252328.1	12	15	12	13	10
ENSG00000185379.16	1175	1285	1090	1171	1118
ENSG00000073598.5	15	12	7	9	14
ENSG00000073536.13	5655	5698	3616	4136	3912
ENSG00000141161.7	0	0	3	1	0
ENSG00000267782.1	0	0	0	0	0
ENSG00000266981.1	0	0	0	0	0
ENSG00000267744.1	0	0	0	0	0
